"GEOID","STATEFP","DISTRICT","SESSN.x","Dperimeter","Darea","PolsbyW","Reock","ReockX","DSTperim","Coast_len","STarea","STperim","STpolsby","STreock","ST","STATE","ST_POP","POP_REP","SESSN.y","Pop_Den","Nd","Cnt_Pby_Avg","Cnt_Pby_Med","Cnt_Pby_Gvg","Cnt_Pby_Hvg","Cnt_Pby_Min","Cnt_Pby_SD","Cnt_Rk_Avg","Cnt_Rk_Med","Cnt_Rk_Gvg","Cnt_Rk_Hvg","Cnt_Rk_Min","Cnt_Rk_SD","Cnt_RkX_Avg","Cnt_RkX_Med","Cnt_RkX_Gvg","Cnt_RkX_Hvg","Cnt_RkX_Min","Cnt_RkX_SD","LNd","STLarea","STLarea_Nd","LPop_Den","S118","Decade","RSTPerim","RSTPolsby","RCoast","Coast","STposlby2","STreock2","Cnt_Pby_Avg2","Cnt_Pby_Gvg2","Cnt_Pby_Hvg2","Cnt_Pby_Med2","Cnt_Rk_Avg2","Cnt_Rk_Gvg2","Cnt_Rk_Hvg2","Cnt_Rk_Med2","Cnt_RkX_Avg2","Cnt_RkX_Gvg2","Cnt_RkX_Hvg2","Cnt_RkX_Med2","Cnt_Pby_SDI","Cnt_Rk_SDI","Cnt_RkX_SDI","CReq"
612,6,12,"Mid-decade",90116,25.6829438,0.397412049315947,0.365434442573006,0.55728904350297,34532,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.383194993119979,0.145618085483766,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
613,6,13,"Mid-decade",776370,997.9904263,0.20806447471733,0.442306893673766,0.442306893673766,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
614,6,14,"Mid-decade",210264,142.0827933,0.403847959933668,0.459957538498116,0.466683693189202,18668,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.0887836243959974,0.0337387012851887,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
615,6,15,"Mid-decade",132419,32.3286028,0.231681132253051,0.210055800222779,0.316682260884832,42409,2386,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.320263708380217,0.121703542325921,0.0180185622909099,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
616,6,16,"Mid-decade",342200,140.085849,0.150329252234757,0.304215185455688,0.414339583330626,73023,50062,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.213392752776154,0.0810914669379432,0.146294564582116,1,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
617,6,17,"Mid-decade",157424,49.0732051,0.248834182270481,0.507786191795909,0.509166966978891,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
618,6,18,"Mid-decade",974180,1533.4906355,0.203054150376924,0.279544058961153,0.317861906245245,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
619,6,19,"Mid-decade",1091594,736.4233742,0.0776630838651536,0.122890050751402,0.181753939132499,264904,184911,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.242676306392303,0.09221952208038,0.169395397922671,1,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
620,6,20,"Mid-decade",1821931,2704.1077626,0.102369223500726,0.392404649431788,0.392404649431788,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
621,6,21,"Mid-decade",361661,169.1641479,0.162522498369118,0.295541143916391,0.295541143916391,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
622,6,22,"Mid-decade",1071402,1204.4518545,0.131854140047387,0.287142604399757,0.287142604399757,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
623,6,23,"Mid-decade",1635242,5757.2325291,0.270557158683171,0.489751048949315,0.57230241963474,374946,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.229290832794167,0.0871329028039018,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
624,6,24,"Mid-decade",1004052,1299.5732315,0.282910455638646,0.339227372637129,0.542948373468554,515231,376934,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.513151709274022,0.195002990145565,0.375412827224088,1,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
625,6,25,"Mid-decade",1255809,2166.4041889,0.172624217795402,0.393214203462331,0.475550428862006,263818,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.210078124937789,0.0798318738624073,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
626,6,26,"Mid-decade",666798,583.7436953,0.164984349851285,0.467491977985393,0.479912205348205,37954,14546,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0.056919786802,0.021630111376889,0.0218147025036068,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
627,6,27,"Mid-decade",428404,210.9073233,0.144408446573413,0.320348706314097,0.320348706314097,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
628,6,28,"Mid-decade",384142,218.7714623,0.186300671141541,0.512166233888613,0.512166233888614,0,0,41048.1324915,4079493,0.3800104074903,0.286469314819243,"CA","California",39576757,761091,NA,964.154873749623,52,0.427888552577226,0.412777246318529,0.410498064303237,0.394709173416355,0.249901997998667,0.128897958820353,0.416782972559074,0.420595884795652,0.403166045936034,0.389349705734857,0.224852824915846,0.106604142561079,0.480398788585196,0.466468689530966,0.459164140736705,0.437970912678348,0.224852824915846,0.144728249208937,3.95124371858143,26.7405962712961,0.514242235986464,6.87125193912315,1,2,0,0,0,0,0.144407909800944,0.0820646683330067,0.183088613426634,0.168508660796704,0.155795331579022,0.170385055078308,0.173708046215178,0.162542860595697,0.15159319335582,0.176900898307037,0.230782996074124,0.210831708138476,0.191818520352305,0.217593038312737,7.75807475270977,9.38049850574096,6.90950111996691,1
