"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.0388365242982178,0.0608848256663187,0.637868695084431,0.523559157380901
"Cnt_Pby_Avg",0.36232974701592,0.115089414571361,3.14824563462575,0.00164253606151065
"RSTPolsby",0.318174672234156,0.0992311445890113,3.20639929683317,0.00134407340163552
"Phi:(phi)",18.3652746689606,2.86481830244823,6.4106245946788,1.44924657406634e-10
"Rsq",0.225748697319925,NA,NA,NA
"AIC",-134.862592995028,NA,NA,NA
"BIC",-129.458672263022,NA,NA,NA
