"","SESSN","ST","PPstate","MinDisPP","MinDisPolsby","RKstate","MinDisRK","MinDisReock"
"1",118,"CA",0.691319719710319,0.0355066270500988,0.0605163237630892,0.163235729026534,0.00287491100605938,0.122885018863468
"2",118,"FL",0.999434176824379,0.503908043163301,0.221600436278337,0.736061783650462,0.0618137448587407,0.220244341386332
"3",118,"MO",0.751450250272851,0.139253291246693,0.158222699325137,0.894222180310567,0.309469597081791,0.327599946691829
"4",118,"NC",0.982318239835971,0.27141826122537,0.191132100619395,0.949787303484884,0.356597583846446,0.3421891448069
"5",118,"TX",3.4168609636765e-06,0.000751953980528493,0.0378036827809295,0.0303020791766898,0.000206702401287598,0.0790424716772374
"6",118,"VA",0.888966039951877,0.329485676763487,0.165871674656305,0.729017718673451,0.0680434572027415,0.224854895064311
