"","ST","DISTRICT","Polsby","PPrank","PP_Pdistrict","STpolsby","Reock","RKrank","Rk_Pdistrict","STreock"
"81","MO",1,0.448770806946092,0.920529801324503,0.917995684501649,0.401668640530551,0.45710334213762,0.741721854304636,0.72832521108374,0.428067265593357
"82","MO",2,0.391220638264086,0.854304635761589,0.886538595394856,0.401668640530551,0.57754605431248,0.973509933774834,0.946143571625395,0.428067265593357
"83","MO",3,0.374321151968402,0.841059602649007,0.789087688804225,0.401668640530551,0.477328367628785,0.788079470198676,0.780818213332611,0.428067265593357
"84","MO",4,0.328929897438816,0.774834437086093,0.678620811773823,0.401668640530551,0.44148869393787,0.708609271523179,0.683768655009194,0.428067265593357
"85","MO",5,0.203067352107831,0.437086092715232,0.310283981392737,0.401668640530551,0.375247248407489,0.52317880794702,0.468154242617767,0.428067265593357
"86","MO",6,0.369046602458458,0.821192052980132,0.613268467901973,0.401668640530551,0.399684125609799,0.609271523178808,0.551011890607182,0.428067265593357
"87","MO",7,0.539881195832035,0.986754966887417,0.975707058888371,0.401668640530551,0.564383927210175,0.960264900662252,0.932874771150455,0.428067265593357
"88","MO",8,0.268656989136577,0.582781456953642,0.281289069122793,0.401668640530551,0.536886798338458,0.927152317880795,0.897549340869233,0.428067265593357
